case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,LBM-Knee_e13_style_specificity,LBM-Knee_e13_structure_preservation,LBM-Knee_e13_artifact_control,LBM-Knee_e13_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note,Hold4TwoStage_e20_style_specificity,Hold4TwoStage_e20_structure_preservation,Hold4TwoStage_e20_artifact_control,Hold4TwoStage_e20_note
Rococo__jean-marc-nattier_portrait-of-louis-tocqu-1762__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and washed out; minimalism not clearly expressed, structure lost in haze.",5,5,5,"Clean vector-style minimalism with sharp edges, accurate pose, no artifacts — best match to target style.",2,3,2,Similar to LBM — heavy blur obscures detail and style intent; structure partially preserved but degraded.
Rococo__joseph-wright_d-ewes-coke-his-wife-hannah-and-daniel-parker-coke__to__Minimalism,Rococo,Minimalism,Hold4TwoStage_e20,Hold4TwoStage_e20,Seedream_repaired750,Hold4TwoStage_e20,4,2,3,2,"Overly blurred and washed-out; minimalism not clearly expressed, structure partially preserved but details lost.",3,5,4,Strong structural fidelity with stylized flat colors; minimalism implied through simplification but lacks abstract restraint.,5,4,5,"Best balance: soft, muted tones evoke minimalism while preserving key figures and composition; clean output with no artifacts."
Impressionism__edouard-manet_tarring-the-boat-1873__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly blurred and washed-out; loses structural clarity and minimalism intent.,5,5,5,"Clean geometric shapes, bold colors, clear composition — strong minimalism with full structure retention.",2,2,2,Heavy foggy blur obscures content; fails to convey minimalism or preserve source structure.
Early_Renaissance__filippo-lippi_adoration-of-the-magi-detail-2__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low style transfer; image appears faded and washed out with minimal Rococo influence. Structure is partially preserved but heavily degraded by artifacts and color loss.,5,5,5,"Excellent Rococo style integration with ornate framing, soft pastel tones, and decorative elements. Source structure is well-preserved with no visible artifacts or distortions.",3,3,2,"Some Rococo elements present (e.g., arch framing), but style is inconsistent and muted. Structure is recognizable but suffers from smudging, color bleeding, and edge artifacts."
Rococo__antoine-pesne_carl-heinrich-graun__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Faint, washed-out output with minimal Rococo styling; structure is preserved but lacks detail and color fidelity.",5,5,5,"Excellent Rococo style transfer with rich colors, ornate background, and faithful preservation of source composition and details.",3,2,1,Heavy artifacts and smearing distort structure; some Rococo elements present but overwhelmed by noise and blur.
Ukiyo_e__katsushika-hokusai_fishing-in-the-bay-uraga__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very faint Rococo influence; structure mostly preserved but washed out; heavy vignetting and noise artifacts degrade quality.,5,5,5,Excellent Rococo styling with ornate frame and warm palette; source structure perfectly preserved; no visible artifacts.,3,4,3,Moderate Rococo feel via texture and color wash; structure largely intact but slightly blurred; noticeable cloud-like smearing artifacts.
Early_Renaissance__antonello-da-messina_painter-self-portrait__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Fails to apply Rococo style; remains grayscale sketch-like with no color or texture transfer. Structure is preserved but lacks stylistic integration.,5,5,5,"Excellent Rococo style transfer: soft pastel tones, ornate framing, and painterly texture match target reference. Structure fully preserved with clean edges and no artifacts.",3,4,2,"Partial style application — some Rococo elements (ornamentation, light tones) present but overly stylized and distorted. Artifacts visible in frame details and background noise."
Impressionism__stefan-dimitrescu_cabaret__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Heavy gray wash obscures content; minimal Rococo styling; poor artifact control with smudged edges.,5,5,5,"Excellent Rococo framing and pastel palette; source structure fully preserved; clean, artifact-free output.",3,2,2,Some Rococo elements present but heavily distorted; structure blurred; significant artifacts and noise.
Ukiyo_e__hiroshige_oiso-toraga-ame-shower-1835__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,Seedream_repaired750,4,2,5,3,Preserves source structure well but lacks impressionistic brushwork and color blending; appears too flat and graphic.,5,4,5,"Strong impressionist rendering with visible brushstrokes, soft edges, and atmospheric color; minor structural softening but overall excellent balance.",3,3,2,Shows some impressionistic texture but suffers from heavy smudging and loss of detail; artifacts obscure both style and structure.
Rococo__dmitry-levitzky_maria-feodorovna__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Fails to capture Early Renaissance style; appears washed out and lacks period-appropriate texture or color depth. Structure is preserved but overly blurred.,5,5,5,"Excellent match to Early Renaissance aesthetic — rich chiaroscuro, warm palette, and painterly texture. Structure and pose perfectly preserved with no visible artifacts.",1,2,1,Severely degraded output; heavy smudging and loss of detail. Style is indistinct and structure is distorted. Likely failed generation or extreme over-smoothing.
Ukiyo_e__utagawa-kunisada_not_detected_240381(1)__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very low Rococo style transfer; output appears as a faded, abstracted version of the source with no ornamental or color characteristics of Rococo. Structure is partially preserved but heavily degraded by noise and blurring. Significant artifacts and loss of detail.",5,5,5,"Excellent Rococo style transfer: soft pastel tones, ornate decorative borders, and elegant composition match the target reference. Source structure (figures, pose, umbrella) is perfectly preserved. No visible artifacts; clean, high-fidelity output.",1,2,1,Fails to convey Rococo style; output is dominated by gray smudges and white patches that obscure content. Structure is severely distorted and fragmented. Heavy artifacts and poor texture synthesis make it unusable for style transfer evaluation.
Minimalism__robert-ryman_surface-veil-1970__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,LBM-Knee_e13,4,2,5,5,Preserves source structure perfectly but fails to apply Rococo style; output is nearly identical to source with no stylistic transformation.,5,4,3,Strongly applies Rococo ornamental frame and color palette; structure of central paper is preserved but slightly distorted by decorative overlay; minor artifacts in border blending.,3,3,2,Attempts Rococo framing but results in heavy blurring and loss of detail; structure is obscured; significant artifacts from over-smoothing and poor edge handling.
Rococo__bernardo-bellotto_view-of-dresden-the-dresden-fortifications-moat-with-a-bridge-between-gate-and-post-mile-pillar__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Faint, washed-out output with minimal stylistic interpretation; structure is partially preserved but lacks clarity and artistic intent.",5,5,5,"Strong minimalist aesthetic with clean geometry, bold color blocks, and clear architectural structure; no visible artifacts.",3,4,3,"Muted, foggy rendering that obscures detail; some structural elements remain but style is underdeveloped and hazy."
Rococo__joshua-reynolds_colonel-george-k-h-coussmaker-grenadier-guards__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly blurred and painterly; fails to capture minimalism’s clean geometry or flat color blocks. Structure is preserved but obscured by noise-like artifacts.,5,5,5,"Excellent adherence to minimalism: bold flat colors, simplified shapes, geometric abstraction of background elements. Source structure (figure, horse, tree) clearly preserved with no visible artifacts.",2,3,2,"Similar to LBM — heavily blurred, lacks minimalism’s crispness. Structure is faintly recognizable but drowned in smudged texture and low contrast."
Rococo__dmitry-levitzky_portrait-of-unknown-woman-with-a-rose-1788__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly hazy and washed-out; loses facial detail and texture. Style is vague, not clearly impressionistic. Structure is partially preserved but blurred.",5,5,5,"Excellent impressionistic brushwork with visible strokes and color blending. Faithfully preserves pose, clothing details, and facial features. No artifacts or distortions.",3,2,2,Strong glow effect obscures structure and face. Style is somewhat impressionistic but overly stylized with unnatural lighting. Artifacts include haloing and loss of fine detail.
Impressionism__childe-hassam_september-moonrise__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Fails to apply minimalism; output is a washed-out, blurry version of the source with no stylistic transformation.",5,5,5,"Perfectly captures the target style with clean, flat color blocks and distinct shapes, while accurately preserving the source's landscape composition.",2,3,2,"Similar to LBM, this method fails to apply the style, resulting in a hazy, low-contrast image that lacks the defining features of minimalism."
Ukiyo_e__katsushika-hokusai_cargo-ship-and-wave__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,LBM-Knee_e13,4,2,5,5,"Excellent structure and artifact control, but lacks color and stylistic elements of Ukiyo-e; appears as a desaturated sketch.",5,4,4,Strong Ukiyo-e style with vibrant colors and traditional composition; minor structural distortion in wave curl but overall faithful.,2,4,4,"Preserves structure well and has low artifacts, but fails to convey Ukiyo-e style — appears as a faded grayscale line drawing."
Early_Renaissance__carlo-crivelli_saint-thomas-aquinas-1476__to__Rococo,Early_Renaissance,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Faint Rococo-like washes but lacks ornamental detail; structure is partially preserved but washed out; heavy vignetting and blur introduce artifacts.,5,5,5,"Excellent Rococo styling with soft pastels, floral motifs, and gilded tones; source structure perfectly preserved; no visible artifacts or distortions.",3,4,2,Some Rococo color hints but overly desaturated and muddy; structure mostly intact but suffers from smudging and edge bleeding; noticeable artifacts in background and halo.
Rococo__bernardo-bellotto_pirna-seen-from-the-right-bank-of-the-elbe__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,3,"Overly washed out and blurry; minimalism not clearly expressed, structure partially preserved but lacks clarity.",5,5,5,"Strong minimalism with clean geometry, sharp edges, and no artifacts; excellent structure retention.",3,4,4,Moderate minimalism with soft gradients; structure mostly preserved but slightly hazy; minor artifacts in texture.
Impressionism__henri-matisse_brittany-also-known-as-boat-1896__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Faint, washed-out impressionistic washes; structure is partially preserved but lacks color and brushwork fidelity to target style.",5,5,5,"Excellent match to Impressionist style with vibrant colors, visible brushstrokes, and clear structural coherence from source image.",1,2,1,Overly blurred and grayed-out; almost no stylistic or structural detail retained; heavy artifacts and loss of content.
Minimalism__eva-hesse_expanded-expansion-1969__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Minimal Rococo influence; mostly preserves source structure but lacks ornamental detail. Heavy vignetting and color wash reduce fidelity.,5,5,5,Excellent Rococo styling with ornate frame and soft pastel tones. Structure of curtains preserved clearly. No visible artifacts or distortions.,3,4,3,"Moderate Rococo elements (soft lighting, slight ornamentation) but inconsistent application. Some blurring and edge artifacts near curtain folds."
Early_Renaissance__paolo-uccello_scene-adoration-of-the-three-kings-1440__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Faint ghostly figures with minimal color or brushwork; structure partially preserved but heavily degraded by transparency artifacts.,5,5,5,"Excellent Impressionist rendering with visible brushstrokes, vibrant palette, and full structural fidelity to source scene.",2,3,2,"Similar to LBM — washed-out, semi-transparent figures dominate; structure faintly visible but obscured by heavy artifacting."
Early_Renaissance__carlo-crivelli_piet-1__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very blurry and washed-out; fails to convey Impressionist brushwork or color vibrancy. Structure is partially preserved but heavily degraded by artifacts.,5,5,5,Excellent preservation of original composition and figures. Successfully applies Impressionist texture and color palette without distortion or noise. Cleanest output.,3,4,3,Structure is well-preserved and recognizable. Style application is present but muted and slightly hazy compared to Seedream. Some loss of detail and contrast.
Rococo__dmitry-levitzky_maria-feodorovna__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly hazy and washed-out; lacks Impressionist brushwork and color vibrancy. Structure is preserved but obscured by excessive blur.,5,5,5,"Excellent Impressionist rendering with visible brushstrokes, rich color palette, and faithful preservation of source structure and oval framing. Minimal artifacts.",2,2,1,Severely degraded output; heavy fogging obscures nearly all detail. Fails to convey Impressionist style or preserve structure. High artifact presence.
Impressionism__nicolae-vermont_rotterdam-port-1928__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Faint, washed-out impressionistic texture; poor color saturation and loss of detail in ships and sky.",5,5,5,"Excellent Impressionist brushwork, vibrant colors, clear structure, minimal artifacts — best overall match.",1,2,1,"Overly blurred, almost monochromatic; structure nearly lost, no discernible brushwork or color variation."
Ukiyo_e__utagawa-kunisada_not_detected_240353__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very washed-out, low contrast, and lacks the bold lines and color blocking typical of Ukiyo-e. Structure is somewhat preserved but style is weak.",5,5,5,"Excellent reproduction of Ukiyo-e style with strong lines, appropriate color palette, and clear structure. Minimal artifacts.",2,2,1,Extremely blurry and faded. Loses almost all structural detail and stylistic features of Ukiyo-e. High level of artifacts.
Minimalism__frank-stella_gezira-from-black-series-ii-1967__to__Impressionism,Minimalism,Impressionism,Hold4TwoStage_e20,Hold4TwoStage_e20,Hold4TwoStage_e20,Hold4TwoStage_e20,5,2,3,3,"Faint, washed-out impressionistic texture; structure preserved but style is weak and indistinct.",1,4,2,Highly structured but monochrome geometric pattern; no impressionistic style applied; harsh contrast artifacts.,5,5,5,Strong impressionistic brushwork with visible texture and color variation; source structure perfectly preserved; clean edges and no artifacts.
Early_Renaissance__bartolome-bermejo_death-of-the-virgin-1462__to__Ukiyo_e,Early_Renaissance,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very low style transfer; appears as a faded, blurry version of source with minimal Ukiyo-e characteristics. Structure is somewhat preserved but heavily degraded by haze and loss of detail.",5,5,5,"Excellent Ukiyo-e style application: flat colors, bold outlines, stylized faces, and paper-like texture. Structure is well-preserved with clear composition and minimal artifacts.",3,3,2,"Moderate style transfer with some Ukiyo-e traits (e.g., color palette), but overly hazy and washed out. Structure is partially preserved but obscured by noise and blur. Artifacts include smudging and loss of fine details."
Minimalism__ellsworth-kelly_diagonal-1951__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,LBM-Knee_e13,4,2,5,5,Perfectly preserves the diagonal line and frame structure but applies almost no Rococo style — appears as a blank canvas with minimal texture.,5,3,3,"Strong Rococo aesthetic with ornate gold scrollwork and pastel tones; however, the diagonal line is distorted into a decorative element, compromising structural fidelity.",3,4,2,Retains the diagonal line’s position but replaces it with a string of white circles — an artifact that disrupts both style coherence and visual cleanliness.
Impressionism__alfred-sisley_the-banks-of-the-oise-1878__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Very faint Ukiyo-e influence; mostly retains source’s painterly texture with minimal stylistic shift. Structure preserved but lacks bold linework or color blocking typical of Ukiyo-e.,5,5,5,"Strong Ukiyo-e characteristics: bold outlines, flat color planes, stylized clouds and foliage. Excellent structure retention and clean output with no visible artifacts.",3,4,2,"Some Ukiyo-e tonal qualities but overly washed out and hazy. Structure is somewhat blurred; artifacts include loss of detail and uneven texture, reducing fidelity."
Impressionism__nikolay-bogdanov-belsky_connoisseurs-of-books-knowledge-is-power__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,3,Moderate impressionistic brushwork but overly hazy and washed-out; loses color vibrancy and some structural clarity due to excessive diffusion.,5,5,5,"Excellent impressionist rendering with visible brushstroke texture, rich color palette, and well-preserved subject structure and composition. Minimal artifacts.",2,3,2,Very low style fidelity — appears over-blurred and ghosted; structure is distorted and colors are muted. High artifact presence from failed style transfer.
Ukiyo_e__utagawa-toyokuni_the-heian-courtier__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Preserves figure structure but applies only a generic aged-paper texture; lacks Early Renaissance architectural or compositional style cues. Visible artifacts include uneven borders and faded details.,5,5,5,"Excellent fusion: retains source figure pose and garment pattern while embedding Early Renaissance elements (architectural perspective, landscape depth, chiaroscuro lighting). Clean output with no visible artifacts.",3,2,2,Figure is heavily blurred and ghosted; structure is poorly preserved. Style attempt is vague — some parchment tone but no clear Renaissance features. Significant artifacts from over-smoothing and loss of detail.
Impressionism__rudolf-schweitzer-cumpana_str-du-n-atena__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,3,Moderate impressionistic brushwork but overly washed-out colors and low contrast; structure preserved but lacks vibrancy and stylistic fidelity.,5,5,5,Excellent impressionist texture and color harmony; source structure fully preserved with no visible artifacts or distortions.,2,3,2,"Very faint, almost monochromatic output; minimal stylistic transfer, significant loss of detail and color, high artifact presence."
Minimalism__judy-chicago_morning-fan-1971__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very weak Rococo style; mostly blurred pastel gradients with no ornamental detail. Structure is preserved as vertical bars but lacks stylistic integration. Heavy blur and halo artifacts degrade quality.,5,5,5,Excellent Rococo style transfer: ornate gilded frame with scrollwork perfectly matches target reference. Source structure (vertical color bars) is cleanly embedded within the frame. No visible artifacts; crisp edges and rich texture.,3,4,3,"Moderate Rococo influence via soft pastel tones and slight ornamental hints, but lacks the detailed frame or motifs of the target. Structure is preserved but overly smoothed. Some blurring and color bleeding present."
Rococo__francois-boucher_portrait-of-madame-boucher-1745__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Faint impressionistic washes applied but heavily obscured by ornate frame texture; structure preserved but style is weak and muddy.,5,5,5,"Excellent impressionist brushwork on portrait and background; frame rendered with stylized gold tones matching style; clean, no artifacts.",1,2,1,Severely degraded output; portrait and frame are ghostly and indistinct; no clear style or structure; heavy artifacts and loss of detail.
Minimalism__tony-smith_die-1968__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Very low style transfer; cube appears frosted with no Rococo elements. Structure is well preserved but lacks stylistic content. Mild vignetting artifact.,5,5,5,Excellent Rococo style transfer with ornate floral tapestry pattern matching the reference. Cube structure is perfectly preserved. No visible artifacts.,2,4,3,Minimal style transfer; cube appears blurred/frosted with no Rococo features. Structure is mostly preserved. Noticeable halo and blur artifacts around edges.
Ukiyo_e__tsukioka-yoshitoshi_not_detected_242419__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Poor style transfer; retains source content with minimal Renaissance styling. Heavy artifacts and color distortion. Structure partially preserved but degraded.,5,5,5,"Excellent Early Renaissance style match with accurate color palette, brushwork texture, and compositional fidelity. No visible artifacts. Perfect structure retention.",3,4,3,Moderate style application with some Renaissance tones but lacks detail fidelity. Structure mostly intact but suffers from blurring and smudging artifacts.
Ukiyo_e__hiroshige_oiso-toraga-ame-shower-1835__to__Minimalism,Ukiyo_e,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly washed out and blurry; minimalism not clearly expressed, structure partially preserved but details lost.",5,5,5,"Excellent minimalism with clean lines, bold colors, and clear structure; no visible artifacts.",3,3,3,Moderate minimalism; structure is somewhat preserved but lacks clarity and has slight blurring.
Minimalism__alvaro-lapa_criminals-and-their-properties-1974__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Minimal Rococo styling; structure preserved but lacks ornamental detail; heavy blur and low contrast reduce clarity.,5,5,5,"Excellent Rococo frame integration with accurate geometry; clean edges, no artifacts, and faithful structural mapping.",3,4,3,Some Rococo elements present but muted; structure mostly intact; slight smudging and low saturation reduce fidelity.
Minimalism__fernando-lanhas_o39-68-1968__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly washed out; loses contrast and minimalism intent. Structure partially preserved but colors are too pale.,5,5,5,"Excellent preservation of geometric structure and minimal aesthetic. High contrast, clean edges, faithful to source layout and target style.",3,4,3,Structure well preserved but style is muted and lacks the bold minimalism of the target. Slight blurring reduces clarity.
Early_Renaissance__leonardo-da-vinci_study-of-the-effect-of-light-on-a-profile-head-facsimile__to__Impressionism,Early_Renaissance,Impressionism,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,LBM-Knee_e13,4,2,5,5,"Excellent structure and artifact control, but fails to apply Impressionist style; output is nearly identical to source.",5,3,3,Strongest Impressionist style application with visible brushwork and color blending. Structure is moderately preserved but distorted; some artifacts present in background.,1,2,2,"Fails to apply style; output is degraded, washed-out, and lacks both stylistic fidelity and structural clarity."
Minimalism__dan-flavin_greens-crossing-greens-to-piet-mondrian-who-lacked-green-1966__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,LBM-Knee_e13,4,2,5,5,"Excellent structure and artifact control, but very weak Rococo style transfer — mostly green wash with no ornamental or compositional cues.",5,3,3,"Strongest Rococo style transfer with ornate frame, pastel tones, and decorative motifs; structure is distorted but acceptable for artistic interpretation; minor artifacts in reflections.",1,4,2,Poor style transfer — nearly identical to source with only color shift; good structure but introduces dark vertical artifacts and lacks any Rococo elements.
Ukiyo_e__utagawa-kuniyoshi_high-noon-at-kasumigaseki__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Weak Rococo styling; structure preserved but colors and textures lack ornamental detail; noticeable smudging and color bleeding.,5,5,5,"Excellent Rococo emulation with ornate arch, soft pastel palette, and elegant figures; structure perfectly preserved; minimal artifacts.",3,4,3,Moderate Rococo influence with some decorative elements; structure mostly intact but slightly blurred; visible haloing and color wash artifacts.
Rococo__francois-boucher_portrait-of-madame-boucher-1745__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,3,4,3,Moderate Early Renaissance style transfer; frame texture is somewhat preserved but lacks richness. Some blurring and loss of fine detail in portrait.,5,5,5,Excellent preservation of source structure and strong Early Renaissance stylistic qualities. Frame and portrait are richly detailed with minimal artifacts.,2,3,2,"Weak style transfer with muted colors and low contrast. Significant loss of detail and visible artifacts, especially in the frame and background."
Impressionism__edgar-degas_ancer-with-red-stockings__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Weak Rococo styling; structure partially preserved but colors and textures are muddy. Heavy border artifact and low fidelity to target style.,5,5,5,"Excellent Rococo aesthetic with ornate frame, soft pastel tones, and elegant rendering. Structure fully preserved with no visible artifacts.",1,2,1,Severe structural distortion and heavy white blotchy artifacts. Almost no Rococo style transfer; appears corrupted or failed.
Rococo__jean-marc-nattier_portrait-of-louis-tocqu-1762__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very blurry and washed-out; style transfer is weak and indistinct, with heavy fog-like artifacts obscuring structure.",5,5,5,"Excellent Ukiyo-e style application with clear line work, flat color regions, and faithful preservation of source structure and pose. Minimal artifacts.",2,2,1,Severely degraded output; extreme blurring and overexposure destroy both style and structure. Nearly unrecognizable as a style transfer result.
Minimalism__ronald-davis_zig-zag-times-two-1966__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,4,4,Minimal style transfer; mostly preserves source geometry with no visible Ukiyo-e characteristics. Clean output but lacks stylistic intent.,5,5,5,Strong Ukiyo-e aesthetic with appropriate color palette and texture; perfectly preserves source shape and shadow; no artifacts.,3,3,2,"Some stylistic blur and color wash suggesting Ukiyo-e influence, but structure is distorted with haloing and edge artifacts; low fidelity."
Ukiyo_e__utagawa-kunisada-ii_oichi-from-the-beauties-of-tokyo-series__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very blurry and washed-out; minimal Rococo detail or texture; structure partially preserved but heavily degraded by noise and low contrast.,5,5,5,"Excellent Rococo styling with ornate borders, soft pastel tones, and decorative flourishes; source composition and figures perfectly preserved; no visible artifacts.",2,2,1,Extremely blurry and smeared; almost no Rococo stylistic elements; source structure severely distorted; heavy artifacts and loss of detail throughout.
Ukiyo_e__utagawa-kuniyoshi_a-record-of-origins-of-the-great-country-of-japan__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very weak Rococo style transfer; appears as a faded sketch with minimal color or ornamental detail. Structure is partially preserved but heavily degraded by noise and blurring. High artifact presence.,5,5,5,"Excellent Rococo style transfer: soft pastel palette, ornate framing, romanticized figures, and painterly brushwork. Source structure (ship, wave, figures) is clearly preserved and enhanced. No visible artifacts.",2,3,2,Minimal style transfer; resembles an aged parchment or watercolor wash with no distinct Rococo elements. Structure is loosely maintained but obscured by heavy texture and loss of detail. Moderate artifacts from over-smoothing.
Minimalism__brice-marden_joined-2011__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,Hold4TwoStage_e20,4,2,5,4,Preserves source structure perfectly but applies almost no Rococo style; appears nearly identical to source with minimal color shift.,5,3,3,Strongest Rococo styling with ornate gilded frame and pastel floral motifs. Structure is distorted into a decorative panel rather than preserving the original bookmark shape accurately.,3,4,5,Maintains good structural fidelity and clean output with minimal artifacts. Style is present but muted — soft pastel washes without strong Rococo ornamentation.
Ukiyo_e__utagawa-kuniyoshi_high-noon-at-kasumigaseki__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,Seedream_repaired750,4,3,5,4,Strong structural fidelity but lacks cohesive Impressionist brushwork; colors are muted and somewhat flat.,5,4,5,Excellent Impressionist texture and color blending; minor softening of edges but overall high quality and stylistically faithful.,2,3,2,Overly washed out and hazy; loses detail and structure significantly; style application is inconsistent and blurry.
