case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,LBM-Knee_e13_style_specificity,LBM-Knee_e13_structure_preservation,LBM-Knee_e13_artifact_control,LBM-Knee_e13_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note,DualPathFresh_e01_style_specificity,DualPathFresh_e01_structure_preservation,DualPathFresh_e01_artifact_control,DualPathFresh_e01_note
Rococo__dmitry-levitzky_portrait-of-maria-palovna-narychkina-1773__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low style specificity; image is overly blurred and lacks Rococo detail. Structure is somewhat preserved but degraded by heavy smoothing. Significant artifacts from over-smoothing.,5,5,5,"Excellent Rococo style transfer with ornate frame, soft pastel tones, and delicate brushwork. Structure is perfectly preserved. No visible artifacts; clean and polished output.",3,4,3,Moderate style specificity — some Rococo feel but muted and hazy. Structure is well preserved. Some smudging and loss of fine detail introduces minor artifacts.
Ukiyo_e__utagawa-kuniyoshi_high-noon-at-kasumigaseki__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,DualPathFresh_e01,Seedream_repaired750,4,3,4,3,Moderate Ukiyo-e style with soft washes but lacks bold outlines and flat color blocks; structure is mostly preserved but edges are slightly blurred; minor smudging in sky and figures.,5,4,5,"Strong Ukiyo-e aesthetic with clear line work, stylized clouds, and traditional color palette; structure well maintained; minimal artifacts, clean rendering.",4,5,4,"Good structural fidelity and recognizable Ukiyo-e elements (lantern, architecture), but style feels slightly diluted compared to Seedream; minor haloing around figures and lantern."
Ukiyo_e__hiroshige_hakone-kosuizu__to__Minimalism,Ukiyo_e,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and washed-out; minimalism not clearly expressed, structure lost in haze.",5,5,5,"Excellent minimalism: clean lines, flat color blocks, preserved composition, no artifacts.",3,4,3,Moderate minimalism with some softness; structure mostly preserved but lacks crispness of target style.
Minimalism__john-mclaughlin_number-13-1973__to__Rococo,Minimalism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,4,2,3,5,Minimal style transfer; mostly preserves source structure with no visible artifacts but lacks Rococo characteristics.,5,4,3,Strong Rococo ornamental frame applied; structure preserved well with minor edge artifacts; best overall style match.,1,2,4,Heavy blur and loss of structure; no discernible Rococo style; artifacts from over-smoothing.
Impressionism__mihaly-munkacsy_dusty-country-road-ii-1883__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,DualPathFresh_e01,DualPathFresh_e01,4,2,3,2,"Very weak Rococo influence; overly muted and blurry, lacks ornamental detail or color vibrancy. Structure is somewhat preserved but obscured by haze.",5,4,3,"Strong Rococo styling with swirling clouds, pastel pinks/blues, and decorative swirls. Structure is recognizable but slightly distorted by stylistic embellishments. Minor artifacts in cloud texture.",3,5,5,"Good structural fidelity to source landscape. Some Rococo elements (soft clouds, light palette) present but not dominant. Clean output with minimal artifacts, though style specificity is moderate."
Rococo__william-hogarth_the-countess-s-morning-levee__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,3,"Faint, washed-out impressionistic effect; lacks color vibrancy and brushstroke definition. Structure is preserved but overly blurred.",5,5,5,"Excellent Impressionist style transfer with vivid colors, visible brushwork, and strong structural fidelity. Minimal artifacts.",3,4,2,Moderate style application with some haze and smudging artifacts. Structure is mostly intact but suffers from over-blurring and loss of detail.
Rococo__antoine-pesne_carl-heinrich-graun__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low style transfer; image appears washed out and lacks Ukiyo-e characteristics. Structure is preserved but details are lost due to excessive blurring or fogging artifact.,5,5,5,"Excellent Ukiyo-e style application with bold outlines, flat color regions, and stylized shading. Structure is perfectly preserved. No visible artifacts.",3,4,3,Moderate style transfer; some Ukiyo-e traits like simplified shading are present but muted. Structure is well preserved. Slight haze or softness reduces clarity compared to D.
Impressionism__pierre-auguste-renoir_still-life-with-apples-and-pomegranates-1901__to__Early_Renaissance,Impressionism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Heavy painterly distortion and color bleeding; structure is blurred but recognizable; style is vague and not clearly Early Renaissance.,5,5,5,"Excellent preservation of source structure with clean, subtle Early Renaissance-style coloring and lighting; minimal artifacts; highly faithful to target style.",3,4,3,Good structure retention and moderate style transfer; some softness and slight color smudging; less refined than Seedream but better than LBM.
Rococo__thomas-gainsborough_robert-butcher-of-walthamstan__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly blurred and washed out; minimalism not clearly expressed, structure lost in haze.",5,5,5,"Clean geometric simplification, strong minimal aesthetic, faithful to source structure with no artifacts.",3,3,2,Some minimal abstraction but suffers from smudging and loss of detail; moderate structure retention.
Early_Renaissance__fra-angelico_saint-cosmas-and-saint-damian-before-lisius-1440__to__Impressionism,Early_Renaissance,Impressionism,DualPathFresh_e01,DualPathFresh_e01,DualPathFresh_e01,DualPathFresh_e01,4,3,4,3,Moderate impressionistic brushwork but lacks color vibrancy and atmospheric depth; structure is preserved but edges are slightly soft.,4,3,3,"Good stylistic emulation with visible brush strokes and color blending, but some structural distortion in figures and background elements.",5,5,5,"Excellent impressionistic rendering with vibrant colors, soft edges, and atmospheric effects while preserving original composition and figure details."
Minimalism__william-scott_bowl-white-on-grey-1962__to__Minimalism,Minimalism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly blurred and washed out; loses structural definition and minimal clarity.,5,5,5,"Clean, sharp edges; faithful to minimal aesthetic with no artifacts or distortion.",3,3,3,Slightly soft focus and haloing around edges; acceptable but less crisp than D.
Minimalism__bruce-nauman_la-brea-art-tips-rat-spit-tar-pits-1972__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,LBM-Knee_e13,4,2,5,5,"Excellent structure and artifact control, but very weak Ukiyo-e style transfer; appears mostly grayscale with minimal stylistic influence.",5,4,3,Strongest Ukiyo-e style application with warm tones and painterly texture; slight softening of edges and minor artifacts in background.,3,4,4,Moderate style transfer with some color bleeding and blur; structure preserved but less crisp than LBM; style less distinct than Seedream.
Rococo__carl-ludwig-johann-christineck_nikolai-mordvinov-1771__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very faded and washed-out; style is barely perceptible, structure is preserved but obscured by haze, significant artifacts from over-smoothing.",5,5,5,Excellent Rococo style transfer with ornate frame and soft pastel tones; structure perfectly preserved; no visible artifacts.,3,4,3,Moderate style transfer with some Rococo color palette; structure mostly intact but slightly blurred; mild smudging artifacts present.
Impressionism__eugene-boudin_trouville-the-fish-market-1884__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,"Very washed-out, low contrast; Ukiyo-e style nearly absent. Structure preserved but lacks stylistic fidelity.",5,5,5,"Excellent Ukiyo-e stylization with bold lines, flat color blocks, and decorative elements. Structure fully preserved, no artifacts.",3,4,4,"Moderate Ukiyo-e influence with some line work and color shifts, but overly hazy and low-contrast. Minor smudging artifacts."
Impressionism__edgar-degas_ancer-with-red-stockings__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very blurry and washed-out; lacks Impressionist brushwork and color vibrancy. Structure is preserved but overly softened, reducing detail.",5,5,5,"Excellent Impressionist style with visible brushstrokes, rich color contrast, and faithful structure. Minimal artifacts; best overall result.",3,4,3,"Moderate Impressionist feel with some texture, but colors are muted and structure slightly distorted. Some smudging artifacts present."
Rococo__maurice-quentin-de-la-tour_marie-josephe-of-saxony-1__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly blurred and washed-out; loses facial detail and texture; style is vague and not clearly Early Renaissance.,5,5,5,"Excellent preservation of pose, clothing, and facial structure; rich, painterly texture with appropriate chiaroscuro and color palette matching Early Renaissance portraiture.",3,4,3,Better than LBM but still suffers from soft focus and slight color bleeding; structure is mostly preserved but lacks the crispness and depth of Seedream.
Minimalism__agnes-martin_happy-valley-1967__to__Impressionism,Minimalism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,1,1,1,Completely blank; no style or structure preserved.,4,4,4,Subtle impressionistic texture and muted tones applied; faint structural hints retained with minimal artifacts.,2,2,3,"Slight painterly blur and noise; very weak style transfer and structure loss, but fewer harsh artifacts than C."
Impressionism__augustus-john_proven-al-landscape__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,DualPathFresh_e01,4,2,3,2,Weak Rococo styling; heavy vignetting and edge artifacts distort structure.,5,5,4,Strong Rococo ornamental frame and soft palette; preserves source layout well with minimal artifacts.,3,4,5,Moderate Rococo feel; clean output with no visible artifacts but less stylistic fidelity than Seedream.
Ukiyo_e__hiroshige_hakone-kosuizu__to__Impressionism,Ukiyo_e,Impressionism,DualPathFresh_e01,DualPathFresh_e01,DualPathFresh_e01,DualPathFresh_e01,4,2,3,2,Minimal style transfer; retains source aesthetic with slight color shifts. Structure preserved but lacks Impressionist texture or brushwork. Artifacts include uneven tonal blending and faded edges.,3,4,3,Moderate Impressionist influence via soft color washes and blurred forms. Structure well maintained. Some over-smoothing and minor color bleeding near mountain contours.,5,5,5,"Strong Impressionist rendering: visible brushstroke-like textures, luminous color layering, and atmospheric haze. Source structure perfectly preserved. Clean transitions, no artifacts."
Ukiyo_e__katsushika-hokusai_fishing-in-the-river-kinu__to__Minimalism,Ukiyo_e,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly blurred and washed-out; loses structural detail and minimalism intent.,5,5,5,"Clean, stylized, preserves structure while applying minimalism effectively with no artifacts.",3,4,3,Moderate style transfer; some haze reduces clarity but structure remains mostly intact.
Ukiyo_e__utagawa-kunisada_not_detected_240347__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,DualPathFresh_e01,DualPathFresh_e01,DualPathFresh_e01,DualPathFresh_e01,4,2,3,2,Very washed-out colors and low contrast; style is barely recognizable as Ukiyo-e. Structure is preserved but details are muddy. Significant color bleeding and loss of definition.,3,4,3,"Better color saturation than C, but still lacks the distinct ink-line quality of Ukiyo-e. Structure is well-preserved. Some minor artifacts in the background and clothing textures.",5,5,5,"Excellent capture of Ukiyo-e style with strong ink lines, appropriate color palette, and paper texture. Structure is perfectly preserved. No visible artifacts; clean and faithful to the target style."
Rococo__maurice-quentin-de-la-tour_study-for-portrait-of-mademoiselle-dangeville-1__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very low style transfer; image appears washed out and lacks impressionist brushwork or color vibrancy. Structure is preserved but overly blurred.,5,5,5,"Excellent impressionist style with visible brushstrokes, vibrant colors, and clear structure. Minimal artifacts; best overall output.",3,4,3,Moderate style transfer with some soft brushwork and color shifts. Structure is mostly preserved but slightly softened. Some haze/artifacts present.
Rococo__louise-elisabeth-vigee-le-brun_portrait-of-joseph-vernet-1778__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Heavy haze obscures detail; style is vague and lacks Renaissance texture or color fidelity.,5,5,5,"Excellent preservation of source structure with strong Early Renaissance stylistic cues (warm tones, chiaroscuro, painterly texture).",3,4,3,Moderate style transfer with some haze artifacts; structure is mostly preserved but less refined than Seedream.
Minimalism__alvaro-lapa_criminals-and-their-properties-1974__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,3,Very faint Ukiyo-e influence; structure preserved but style is nearly absent. Minimal artifacts but lacks stylistic fidelity.,5,5,5,"Strong Ukiyo_e style with clear color gradients, bold outlines, and atmospheric background. Structure well-preserved with clean edges and no visible artifacts.",3,4,4,Moderate Ukiyo_e styling with soft washes and some line work. Structure mostly intact but slightly blurred; minor haloing around edges.
Impressionism__eugene-boudin_the-port-ships-at-dock__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,DualPathFresh_e01,Seedream_repaired750,4,3,4,3,Moderate impressionistic brushwork but lacks color richness and atmospheric depth; some blurring reduces clarity.,5,4,5,"Strong Impressionist palette and texture with good structural fidelity; minimal artifacts, most faithful to target style.",4,5,4,Excellent structural retention and clean output; slightly muted impressionist effect compared to Seedream but still strong.
Minimalism__bruce-nauman_la-brea-art-tips-rat-spit-tar-pits-1972__to__Early_Renaissance,Minimalism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,4,3,Minimal style transfer; retains source appearance with slight color shift. Structure preserved well but lacks Renaissance texture or palette.,5,5,5,"Strong Early Renaissance style applied: warm earth tones, textured wall, soft lighting. Source structure (neon sign, cables) preserved cleanly with no visible artifacts.",3,4,4,"Moderate style application — some Renaissance-like warmth and texture, but less coherent than Seedream. Minor haloing around neon edges; structure mostly intact."
Impressionism__alfred-sisley_riverbank-at-veneux-1881__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very faded, washed-out appearance; lacks Ukiyo-e color vibrancy and line clarity. Structure is preserved but overly blurred.",5,5,5,"Excellent Ukiyo-e stylization with bold colors, clear outlines, and traditional composition feel. Source structure perfectly preserved with no artifacts.",3,4,3,"Moderate Ukiyo-e influence with some color shifts and texture, but less defined lines and flatness compared to reference. Minor smudging artifacts."
Rococo__antoine-watteau_head-of-a-man__to__Early_Renaissance,Rococo,Early_Renaissance,DualPathFresh_e01,DualPathFresh_e01,DualPathFresh_e01,DualPathFresh_e01,4,3,4,3,Moderate Renaissance style with visible smudging and color bleeding; structure mostly preserved but edges softened.,2,5,4,Highly realistic skin tones and anatomy but lacks stylistic Renaissance texture; minimal artifacts but overly photographic.,5,5,5,"Excellent match to Early Renaissance sketch style with proper tonal gradation, preserved anatomy, and no visible artifacts."
Ukiyo_e__kitagawa-utamaro_upon-my-oath__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Poor Rococo style transfer; heavy vignetting and dark borders distort structure; minimal ornamental or color fidelity to Rococo.,5,5,5,"Excellent Rococo style integration with soft pastels, floral motifs, and ornate framing; source structure fully preserved; no visible artifacts.",3,4,3,Moderate Rococo influence with some pastel tones and decorative elements; structure mostly intact but slightly washed out; minor smudging artifacts near edges.
Rococo__thomas-gainsborough_a-peasant-girl-with-dog-and-jug-1785__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very washed out and hazy; style is vague and lacks Renaissance texture or color depth. Structure is preserved but obscured by blur.,5,5,5,"Excellent match to Early Renaissance style with rich colors, atmospheric perspective, and painterly texture. Structure is perfectly preserved with no artifacts.",3,4,3,Better than LBM but still too hazy and low-contrast. Style is somewhat present but lacks the richness of the target. Some smudging artifacts visible.
Early_Renaissance__leonardo-da-vinci_study-of-the-effect-of-light-on-a-profile-head-facsimile__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Fails to apply minimalism; output is nearly identical to source with no stylistic transformation. Structure preserved but no style transfer occurred.,5,5,5,"Excellent minimalism: clean lines, flat color blocks, simplified geometry. Source structure (diagram + text) is preserved but abstracted appropriately. No artifacts.",1,2,1,"Output is degraded, washed-out, and lacks any coherent style. Structure is barely recognizable due to heavy noise/blur. No minimalism applied."
Early_Renaissance__leonardo-da-vinci_studies-of-a-bewalking__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,"Faint, washed-out output; minimal style transfer, retains source structure but lacks clarity and artistic intent.",5,5,5,Strong minimalist geometric style applied cleanly; preserves animal form with sharp edges and flat colors; no visible artifacts.,2,4,3,"Similar to C — very faint, low-contrast result; structure preserved but style transfer is nearly absent; slight noise/artifacts."
Impressionism__william-merritt-chase_at-the-boat-landing__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Very faint impressionistic texture; mostly retains source structure but lacks stylistic depth. Slight blurring and low contrast reduce visual impact.,5,5,5,"Excellent impressionist brushwork with vibrant color and dynamic strokes. Structure well-preserved, no visible artifacts. Best overall match to target style.",3,4,4,Moderate impressionist effect with soft blending and some color variation. Structure mostly intact but slightly washed out; minor over-smoothing in sky area.
Rococo__bernardo-bellotto_view-of-dresden-the-dresden-fortifications-moat-with-a-bridge-between-gate-and-post-mile-pillar__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Very weak Rococo style; heavy smudging and loss of detail; structure partially preserved but blurred.,5,5,5,Excellent Rococo framing and ornamental style; source structure fully preserved; clean output with no artifacts.,3,4,3,Moderate Rococo feel via texture and color wash; structure mostly intact; some haze and softening artifacts.
Ukiyo_e__utagawa-kunisada-ii_oichi-from-the-beauties-of-tokyo-series__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Very faint Early Renaissance influence; mostly retains original style with slight color wash. Structure preserved but lacks stylistic transformation.,5,5,5,"Excellent fusion: Early Renaissance chiaroscuro, drapery, and facial modeling applied cleanly to source composition. No visible artifacts or structural distortion.",3,4,3,"Moderate style transfer with some Renaissance lighting and texture, but less coherent than Seedream. Slight blurring and color bleeding present."
Minimalism__ruth-vollmer_trimer-monomer-dimer-1965__to__Early_Renaissance,Minimalism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,3,Overly metallic and cool-toned; lacks Renaissance warmth and texture. Structure preserved but style is too modern/industrial.,5,5,5,"Excellent match to Early Renaissance palette and lighting. Warm earth tones, soft shadows, and subtle surface variation mimic period painting style without distorting geometry.",3,4,4,"Better than LBM but still too cool and reflective. Some Renaissance-like ambient occlusion present, but lacks the rich color depth and painterly texture of the target."
Early_Renaissance__benozzo-gozzoli_the-school-of-tagaste-1465-1__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly faded and washed-out; minimalism not clearly expressed, structure blurred, artifacts from excessive smoothing.",5,5,5,"Clean, stylized flat colors and bold outlines reflect minimalism well; source structure preserved with no visible artifacts.",3,4,3,Some simplification achieved but retains too much detail; slight haze and soft edges reduce clarity and minimalism.
Minimalism__richard-tuttle_relative-to-our-society-1990__to__Ukiyo_e,Minimalism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,LBM-Knee_e13,LBM-Knee_e13,4,2,5,5,"Excellent structure and artifact control, but fails to apply Ukiyo-e style; output is nearly identical to source.",5,4,3,Strongest Ukiyo-e style application with appropriate color palette and background. Minor artifacts in the background gradient and slight loss of fine detail in the object.,3,4,4,"Applies a faint, washed-out style that is not distinctly Ukiyo-e. Structure is well-preserved, but the style transfer is weak and lacks the characteristic features of the target."
Impressionism__john-singer-sargent_lake-in-the-tyrol__to__Early_Renaissance,Impressionism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,"Faint, washed-out style; lacks Renaissance detail and color richness. Structure preserved but overly blurred. Artifacts from low contrast and smudging.",5,5,5,"Strong Early Renaissance aesthetic: rich colors, defined forms, atmospheric depth. Faithful to source structure with no visible artifacts. Best overall match.",3,4,3,Moderate style transfer — some Renaissance tones present but muted. Structure mostly intact. Minor haze and softness reduce clarity.
Impressionism__alfred-sisley_the-banks-of-the-oise-1878__to__Rococo,Impressionism,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Very weak Rococo style; heavy dark vignette and edge artifacts distort structure; lacks ornamental elegance.,5,5,5,Excellent Rococo framing and soft painterly texture; preserves source composition perfectly; no visible artifacts.,3,4,3,Moderate Rococo feel with soft washes; structure mostly preserved but slightly blurred; minor smudging and uneven tonal transitions.
Impressionism__antoine-blanchard_place-de-la-madeleine-hiver__to__Impressionism,Impressionism,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,3,4,3,Moderate impressionistic brushwork but lacks color warmth and atmospheric depth; some structural clarity retained but edges are overly soft.,5,5,5,Excellent capture of Impressionist palette and texture; preserves architectural and figure structure while enhancing mood with warm glows and soft transitions.,4,4,4,Strong stylistic fidelity with good brushstroke simulation; minor over-smoothing in sky and background reduces textural richness slightly.
Early_Renaissance__carlo-crivelli_piet-1__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Faint, washed-out output with minimal stylistic abstraction; structure is preserved but lacks clarity and artistic intent.",5,5,5,"Strong minimalist reinterpretation with clean geometry, bold color blocking, and clear structural fidelity to source composition.",3,4,3,Moderate stylistic abstraction with some noise and blur; structure is mostly intact but lacks crispness and deliberate minimalism.
Impressionism__claude-monet_palazzo-contarini-2__to__Ukiyo_e,Impressionism,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,"Very faint, washed-out style; structure preserved but lacks Ukiyo-e characteristics.",5,5,5,Excellent Ukiyo-e style transfer with clear color palette and line work; structure perfectly preserved; no artifacts.,2,4,3,"Similar to LBM — overly soft and painterly, missing key Ukiyo-e traits; structure intact but style is ambiguous."
Early_Renaissance__andrea-mantegna_the-circumcision-of-christ-1464__to__Early_Renaissance,Early_Renaissance,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Faint, washed-out Renaissance style; architectural structure partially preserved but colors and details are blurred and indistinct.",5,5,5,"Excellent Early Renaissance style transfer with clear architectural elements, rich color palette, and faithful preservation of source composition and figures.",3,4,3,Moderate style transfer with some Renaissance features visible; structure is mostly preserved but suffers from slight over-smoothing and color bleeding.
Impressionism__claude-monet_rouen-cathedral-the-portal-at-midday__to__Early_Renaissance,Impressionism,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Very low style fidelity; appears as a faded, noisy texture overlay with minimal Renaissance characteristics. Structure is partially preserved but heavily degraded by artifacts.",5,5,5,"Excellent match to Early Renaissance style: rich color palette, detailed architectural rendering, and painterly texture consistent with target reference. Structure is perfectly preserved with no visible artifacts.",2,3,2,"Similar to LBM-Knee_e13 — overly abstracted, washed-out appearance lacking stylistic depth. Structure is somewhat retained but obscured by heavy noise and blurring artifacts."
Early_Renaissance__andrea-mantegna_the-circumcision-of-christ-1464__to__Minimalism,Early_Renaissance,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Overly washed-out and blurry; minimalism not clearly expressed, structure partially preserved but lacks clarity.",5,5,5,Excellent minimalism with clean lines and flat colors; structure fully preserved; no visible artifacts.,3,4,3,Some minimalism applied but retains too much detail; structure mostly intact; slight smudging and color bleed.
Rococo__antoine-watteau_the-delicate-musician__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,3,Very faint Ukiyo-e influence; structure preserved but overly blurred and washed out; lacks stylistic definition.,5,5,5,"Excellent Ukiyo_e style transfer with clear line work, color palette, and compositional fidelity; source structure well preserved; minimal artifacts.",2,3,3,Minimal stylistic change from source; structure intact but no meaningful Ukiyo_e adaptation; slightly hazy but clean.
Rococo__thomas-gainsborough_john-plampin__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,4,3,Overly hazy and washed-out; lacks distinct Impressionist brushwork or color vibrancy. Structure is preserved but style is too diffuse.,5,5,5,"Excellent Impressionist rendering with visible brushstrokes, warm palette, and soft edges. Structure fully preserved with no artifacts.",3,4,2,Some Impressionist texture present but overly smudged and blurry. Artifacts include loss of detail in face and clothing; structure slightly degraded.
Impressionism__augustus-john_proven-al-landscape__to__Minimalism,Impressionism,Minimalism,DualPathFresh_e01,DualPathFresh_e01,Seedream_repaired750,DualPathFresh_e01,4,2,3,3,Overly desaturated and washed-out; loses color fidelity and minimalism intent. Structure preserved but style is muted.,3,5,4,Strong geometric abstraction aligns with minimalism; excellent structure retention. Slight over-simplification in sky.,5,4,5,"Best balance: soft, clean aesthetic matches minimalism; preserves key structures without artifacts. Ideal output."
Ukiyo_e__utagawa-toyokuni_the-heian-courtier__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,"Poor style transfer; appears as a faded, desaturated version of source with no Rococo elements. Structure is preserved but overly degraded. Heavy vignetting and noise artifacts.",5,5,5,"Excellent Rococo style integration: ornate frame, soft pastel tones, floral motifs, and aged parchment texture. Source structure perfectly preserved. Clean output with minimal artifacts.",3,4,4,"Moderate style transfer: some Rococo-like framing and color softening, but lacks ornate detail. Structure well preserved. Minor smudging and uneven texture in background."
Impressionism__nicolae-vermont_rotterdam-port-1928__to__Minimalism,Impressionism,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Overly blurred and washed out; loses structural detail and fails to convey minimalism effectively.,5,5,5,"Clean geometric shapes, strong color blocking, and clear composition perfectly embody minimalism while preserving source structure.",3,3,3,"Soft, painterly texture with muted tones; partially captures minimalism but lacks crispness and clarity."
Ukiyo_e__utagawa-kuniyoshi_woman-seated-under-a-cherry-blossoms__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,3,2,Faint Rococo-like washes but lacks ornamental detail; structure preserved but colors muddy and edges blurred.,5,5,5,"Strong Rococo aesthetic with ornate arch, soft pastels, and elegant framing; source figure and composition faithfully retained with minimal artifacts.",3,4,3,Moderate Rococo influence via muted tones and soft gradients; structure mostly intact but some color bleeding and loss of fine detail in garment.
Minimalism__judy-chicago_morning-fan-1971__to__Early_Renaissance,Minimalism,Early_Renaissance,DualPathFresh_e01,DualPathFresh_e01,DualPathFresh_e01,DualPathFresh_e01,4,2,3,3,Very blurry and washed-out; minimal stylistic transfer from Early Renaissance; structure is preserved but lacks detail or texture.,3,4,4,Better color harmony and some stylistic warmth; structure is mostly intact with slight softening; minor artifacts in gradient transitions.,4,5,5,"Strongest stylistic match with warm, painterly tones reminiscent of Early Renaissance; structure is cleanly preserved; no visible artifacts or distortions."
