case_id,src_style,tgt_style,best_overall,best_style_specificity,best_structure,best_artifact_control,confidence_1_to_5,LBM-PS-v2_e13_style_specificity,LBM-PS-v2_e13_structure_preservation,LBM-PS-v2_e13_artifact_control,LBM-PS-v2_e13_note,Seedream_repaired750_style_specificity,Seedream_repaired750_structure_preservation,Seedream_repaired750_artifact_control,Seedream_repaired750_note,SaMAM_2250_style_specificity,SaMAM_2250_structure_preservation,SaMAM_2250_artifact_control,SaMAM_2250_note
Rococo__maurice-quentin-de-la-tour_study-for-portrait-of-mademoiselle-dangeville-1__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,2,2,"Very blurry and indistinct; minimal Ukiyo-e traits, poor structure, heavy artifacts.",5,5,5,Strong Ukiyo-e line work and flat color; preserves facial structure cleanly; no visible artifacts.,3,4,3,Some stylization but painterly texture dominates; structure mostly preserved; minor smudging artifacts.
Rococo__pietro-longhi_the-tooth-extractor__to__Impressionism,Rococo,Impressionism,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,5,2,1,1,"Extremely blurry and indistinct; structure nearly lost, style vague.",4,3,3,Good impressionistic brushwork but some structural distortion and minor artifacts.,5,5,5,Excellent impressionist style with clear structure and minimal artifacts.
Rococo__pietro-longhi_the-tooth-extractor__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,1,1,Overly blurred and abstract; loses all structural and stylistic coherence.,5,5,5,Clean geometric abstraction with clear figure-ground separation; minimal artifacts; strong minimalist reinterpretation.,3,3,3,Retains some original detail but lacks clean minimalist reduction; moderate artifacts in texture blending.
Rococo__pietro-longhi_the-tooth-extractor__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,LBM-PS-v2_e13,Seedream_repaired750,4,2,5,3,Very faithful to source structure but lacks Rococo stylistic elements; appears blurred and indistinct.,5,4,5,"Strong Rococo aesthetic with soft pastels, ornate details, and elegant figures; minor structural softening but excellent artifact control.",4,3,4,"Good Rococo flavor with decorative elements, but some structural distortion and slight color muddiness reduce overall polish."
Rococo__pietro-longhi_the-tooth-extractor__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,2,1,Extremely blurry and washed out; loses nearly all structural detail and Ukiyo-e stylistic markers.,5,5,5,"Strong Ukiyo-e aesthetic with flat color planes, bold outlines, and decorative patterns; preserves original composition and figures clearly; minimal artifacts.",3,4,4,Retains structure well but applies only partial stylization; lacks consistent Ukiyo-e line work and pattern density; some color bleeding near edges.
Rococo__thomas-gainsborough_a-coastal-landscape-1782__to__Early_Renaissance,Rococo,Early_Renaissance,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,2,3,2,Overly blurred and hazy; loses both stylistic detail and structural clarity.,3,5,4,Strong structure retention with moderate Early Renaissance styling; slight softness in texture.,5,4,5,"Best balance: clear Early Renaissance palette and brushwork, well-preserved composition, minimal artifacts."
Rococo__thomas-gainsborough_a-coastal-landscape-1782__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,SaMAM_2250,SaMAM_2250,4,2,2,1,Overly blurred and abstract; loses both style clarity and structural detail.,5,4,3,Strong Impressionist brushwork and color palette; retains key structures with minor smudging.,4,5,5,Excellent structure retention and clean output; style is present but less vivid than D.
Rococo__thomas-gainsborough_a-coastal-landscape-1782__to__Minimalism,Rococo,Minimalism,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,5,1,1,2,"Overly blurred, loses all structure and style intent; appears as noise or fog.",3,4,4,"Retains scene structure but applies cartoonish, non-minimalist style with bold colors and flat shapes.",5,5,5,"Perfectly preserves source structure while applying clean, muted tones and simplified forms consistent with minimalism."
Rococo__thomas-gainsborough_a-coastal-landscape-1782__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,SaMAM_2250,SaMAM_2250,4,2,2,1,Overly blurred and abstract; loses both Rococo elegance and source structure.,5,4,3,Strong Rococo framing and ornamental detail; slight softening of edges but retains composition well.,3,5,5,Excellent structural fidelity and clean output; minimal Rococo stylistic infusion beyond subtle color/texture.
Rococo__thomas-gainsborough_a-coastal-landscape-1782__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,SaMAM_2250,Seedream_repaired750,4,2,2,2,Extremely blurry and indistinct; fails to convey Ukiyo-e style or preserve source structure.,5,4,5,"Strong Ukiyo-e aesthetic with clean lines, flat color blocks, and minimal artifacts; structure mostly preserved.",3,5,4,Preserves source structure well but applies only a muted painterly filter; lacks distinct Ukiyo-e traits.
Rococo__thomas-gainsborough_a-peasant-girl-with-dog-and-jug-1785__to__Early_Renaissance,Rococo,Early_Renaissance,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,2,2,1,Extremely blurry and indistinct; loses both style and structure.,4,5,4,Strong Early Renaissance style with excellent structure retention and minimal artifacts.,5,4,5,"Most faithful to target style, clean output, slight minor structural softening but overall superior."
Rococo__thomas-gainsborough_a-peasant-girl-with-dog-and-jug-1785__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,1,1,Overly blurred and smudged; loses both style and structure.,5,5,5,"Strong Impressionist brushwork, clear subject retention, clean output.",3,4,3,Moderate style transfer with some darkening and minor artifacts.
Rococo__thomas-gainsborough_a-peasant-girl-with-dog-and-jug-1785__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,4,"Overly blurred, loses stylistic intent and structural clarity; minimalism not well expressed.",5,5,5,"Clean vector-like aesthetic, preserves figure and scene structure, no artifacts — ideal minimalism.",3,4,3,Retains original texture and mood but lacks clean minimalism; slight smudging reduces control.
Rococo__thomas-gainsborough_a-peasant-girl-with-dog-and-jug-1785__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,LBM-PS-v2_e13,LBM-PS-v2_e13,4,2,5,5,Preserves source structure perfectly but lacks Rococo styling; appears as a blurred version of the original.,5,3,3,"Strong Rococo aesthetic with soft pastels and ornate framing, but distorts figure proportions and adds non-source elements.",4,4,4,Good balance of Rococo style and structural fidelity; slight color shift and minor detail loss but no major artifacts.
Rococo__thomas-gainsborough_a-peasant-girl-with-dog-and-jug-1785__to__Ukiyo_e,Rococo,Ukiyo_e,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,2,2,1,Extremely blurry and indistinct; fails to convey Ukiyo-e style or preserve source structure.,4,5,4,Strong Ukiyo-e aesthetic with clear line work and color palette; preserves figure and landscape structure well; minor softness in background.,5,4,5,"Excellent Ukiyo-e rendering with bold outlines, flat colors, and decorative elements; slight loss of fine detail in clothing but overall clean and artifact-free."
Rococo__thomas-gainsborough_john-plampin__to__Early_Renaissance,Rococo,Early_Renaissance,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,2,3,2,Overly blurred and painterly; loses Renaissance detail and structure.,3,4,3,Moderate style transfer with some loss of fine detail and slight smudging.,5,5,5,Excellent Early Renaissance style match with crisp structure and minimal artifacts.
Rococo__thomas-gainsborough_john-plampin__to__Impressionism,Rococo,Impressionism,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,2,3,2,Overly blurred and washed out; loses both style clarity and structural detail.,4,5,4,Strong Impressionist brushwork with excellent structure retention; minor softness in background.,5,4,5,"Best balance: vivid Impressionist texture, clean edges, no artifacts, slight softening of fine details."
Rococo__thomas-gainsborough_john-plampin__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,1,1,Overly blurred and abstract; loses all structural and stylistic coherence.,5,5,5,"Clean geometric simplification, preserves pose and composition, minimal artifacts.",3,4,3,"Retains structure but applies muted, painterly style with slight smudging and color bleed."
Rococo__thomas-gainsborough_john-plampin__to__Rococo,Rococo,Rococo,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,2,3,2,Overly blurred and abstract; loses Rococo elegance and structural clarity.,3,3,3,Moderate Rococo feel with soft pastels but introduces unnatural color halos and slight distortion.,5,5,5,"Excellent Rococo styling with preserved composition, refined brushwork, and minimal artifacts."
Rococo__thomas-gainsborough_john-plampin__to__Ukiyo_e,Rococo,Ukiyo_e,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,5,2,1,1,Overly abstracted; loses all structural and stylistic fidelity to Ukiyo-e and source.,4,3,3,"Strong Ukiyo-e texture and color palette, but structure is softened and slightly distorted; minor artifacts in background.",5,5,5,"Excellent Ukiyo-e stylization with crisp linework, flat color blocks, and traditional composition; perfectly preserves source structure and shows no artifacts."
Rococo__thomas-gainsborough_robert-butcher-of-walthamstan__to__Early_Renaissance,Rococo,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,2,1,Extremely blurry and indistinct; fails to convey Early Renaissance style or preserve source structure.,5,5,5,Strongly captures Early Renaissance portraiture style with clear structure and minimal artifacts.,4,4,4,Good style and structure but slightly less refined than D; minor over-saturation and edge halos.
Rococo__thomas-gainsborough_robert-butcher-of-walthamstan__to__Impressionism,Rococo,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,1,1,Overly blurred and washed out; loses facial structure and stylistic detail.,5,5,5,Strong Impressionist brushwork while preserving portrait structure and minimizing artifacts.,4,4,4,Good style transfer with minor over-sharpening and slight color shift.
Rococo__thomas-gainsborough_robert-butcher-of-walthamstan__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,1,1,"Extremely blurred, loses all structure and style intent; appears as noise rather than minimalism.",5,5,5,"Clean geometric framing, flat colors, simplified forms — perfectly captures minimalism while preserving subject structure with no artifacts.",3,4,4,Retains original detail too much; lacks true minimalism but avoids major artifacts and preserves structure well.
Rococo__thomas-gainsborough_robert-butcher-of-walthamstan__to__Rococo,Rococo,Rococo,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,5,2,2,1,Extremely blurry; no discernible Rococo features or structure.,4,3,3,"Strong Rococo frame and soft lighting, but face is slightly distorted and lacks fine detail.",5,5,5,"Excellent Rococo styling with accurate oval framing, rich colors, and preserved facial structure and clothing details."
Rococo__thomas-gainsborough_robert-butcher-of-walthamstan__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,2,1,Extremely blurry; no discernible Ukiyo-e features or structure.,4,5,4,Strong Ukiyo-e color palette and line work; preserves portrait structure well with minor softness.,3,4,3,Some Ukiyo-e coloring but overly dark vignette; structure preserved but with heavy shadow artifacts.
Rococo__william-hogarth_the-countess-s-morning-levee__to__Early_Renaissance,Rococo,Early_Renaissance,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,5,2,3,2,Overly blurred and washed out; loses both stylistic detail and structural clarity.,3,4,3,Moderate Renaissance styling with decent structure but some color bleeding and soft edges.,5,5,5,"Excellent Early Renaissance style transfer: rich palette, clear composition, minimal artifacts, faithful to target aesthetic."
Rococo__william-hogarth_the-countess-s-morning-levee__to__Impressionism,Rococo,Impressionism,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,5,2,1,1,Overly blurred and abstract; loses nearly all structural detail and stylistic coherence.,4,3,3,Strong Impressionist brushwork and color palette; some structural distortion and minor artifacts in background elements.,5,5,5,Excellent balance: faithful Impressionist rendering with preserved composition and minimal artifacts.
Rococo__william-hogarth_the-countess-s-morning-levee__to__Minimalism,Rococo,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,1,1,"Overly blurred, loses all structure and style intent; appears as noise rather than minimalism.",5,4,5,Clean geometric abstraction with bold colors and clear spatial layout; successfully applies minimalism while preserving key compositional elements.,3,3,3,"Retains original painting’s complexity; fails to reduce to minimalism, resulting in a hybrid that lacks stylistic clarity."
Rococo__william-hogarth_the-countess-s-morning-levee__to__Rococo,Rococo,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,2,1,Heavily blurred; loses both Rococo elegance and structural clarity.,5,5,5,Faithfully renders Rococo opulence while preserving original composition and details.,4,4,4,Strong Rococo styling with minor over-saturation and slight detail loss.
Rococo__william-hogarth_the-countess-s-morning-levee__to__Ukiyo_e,Rococo,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,2,1,Overly blurred and washed out; loses both style detail and structure.,5,5,5,"Strong Ukiyo-e aesthetic with clear linework, flat color, and preserved composition.",3,4,4,Retains structure well but style is less distinctly Ukiyo-e; slightly painterly.
Ukiyo_e__hiroshige_hakone-kosuizu__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,SaMAM_2250,SaMAM_2250,LBM-PS-v2_e13,SaMAM_2250,4,2,5,3,Very faithful to source structure but lacks Renaissance stylistic elements; appears washed out and indistinct.,3,4,4,Moderate Renaissance influence with some texture and color shifts; structure mostly preserved but slightly softened.,5,4,5,"Strong Early Renaissance style with rich color, chiaroscuro, and painterly texture; structure well maintained with minimal artifacts."
Ukiyo_e__hiroshige_hakone-kosuizu__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,1,1,"Overly blurred, loses all structural detail and style cues; appears as abstract smudge.",5,5,5,Strong Impressionist brushwork while preserving original composition and clean edges.,4,4,4,Good style transfer with minor softening; slightly less crisp than D but still high quality.
Ukiyo_e__hiroshige_hakone-kosuizu__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,1,1,Extremely blurred; no discernible Rococo elements or structure.,5,5,5,"Excellent Rococo styling with ornate borders, soft colors, and preserved source structure.",4,4,4,"Good Rococo influence and structure, but slightly less refined than D."
Ukiyo_e__hiroshige_hakone-kosuizu__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,2,1,1,Extremely blurry and indistinct; fails to convey Ukiyo-e style or preserve source structure.,5,5,5,"Strong Ukiyo-e aesthetic with clear linework, color palette, and composition matching source; minimal artifacts.",4,4,4,"Good Ukiyo-e style and structure, but slightly less refined than D in line clarity and color harmony."
Ukiyo_e__hiroshige_oiso-toraga-ame-shower-1835__to__Impressionism,Ukiyo_e,Impressionism,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,5,2,1,1,"Overly blurred, loses all structural detail and stylistic coherence; appears as noise rather than impressionism.",4,3,3,Strong impressionistic brushwork and color palette; some structural distortion in tree forms and background elements.,5,4,4,Excellent impressionist rendering with visible brushstrokes and color blending; preserves key structures while introducing stylistic texture without major artifacts.
Ukiyo_e__hiroshige_oiso-toraga-ame-shower-1835__to__Minimalism,Ukiyo_e,Minimalism,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,2,1,1,Overly blurred and abstract; loses all structural and stylistic fidelity to source or target.,3,4,3,Retains structure well but introduces unnatural color shifts and minor artifacts; partial minimalism.,5,5,5,Cleanly applies minimalism while preserving source structure and avoiding artifacts; closest to target style.
Ukiyo_e__hiroshige_oiso-toraga-ame-shower-1835__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,SaMAM_2250,SaMAM_2250,4,2,2,2,Overly blurred and abstract; loses both Rococo elegance and source structure.,5,4,3,Strong Rococo styling with ornate framing and soft lighting; minor structural distortion in figures.,3,5,5,Excellent preservation of source layout and clean rendering; only moderate Rococo stylistic infusion.
Ukiyo_e__hiroshige_oiso-toraga-ame-shower-1835__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,5,2,2,1,Extremely blurry and washed out; loses nearly all structural detail and Ukiyo-e stylistic markers.,4,4,4,Good Ukiyo-e style with clear lines and color blocks; minor artifacts in background haze and slight over-smoothing.,5,5,5,"Excellent preservation of source structure with strong Ukiyo-e styling — bold outlines, flat color regions, and traditional composition. Minimal artifacts."
Ukiyo_e__katsushika-hokusai_cargo-ship-and-wave__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,SaMAM_2250,SaMAM_2250,4,2,2,1,Overly blurred and abstract; loses both style clarity and structural integrity.,5,4,3,Strong Impressionist brushwork and color palette; retains wave structure well with minor smudging.,4,5,5,Excellent structural fidelity and clean output; style is present but less saturated than D.
Ukiyo_e__katsushika-hokusai_cargo-ship-and-wave__to__Minimalism,Ukiyo_e,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,1,1,Overly blurred and abstract; loses all structural and stylistic fidelity.,5,5,5,Clean minimal line art with strong structural retention and no artifacts.,3,4,3,Retains structure but introduces noise and inconsistent shading; less clean than D.
Ukiyo_e__katsushika-hokusai_cargo-ship-and-wave__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,LBM-PS-v2_e13,SaMAM_2250,4,2,5,3,Preserves wave structure well but lacks Rococo ornamentation; overly blurred and monochromatic.,5,4,4,Strong Rococo palette and decorative flourishes; retains wave form with minor softening.,3,4,5,Cleanest output with minimal artifacts; moderate Rococo influence via line work and shading.
Ukiyo_e__katsushika-hokusai_cargo-ship-and-wave__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,5,1,1,1,"Completely lost structure and style; appears as a blurred, indistinct wash with no recognizable Ukiyo-e features or source content.",4,3,3,"Strong Ukiyo-e color palette and line work, but wave structure is slightly distorted and background elements (birds, sky) show minor artifacts and softening.",5,5,5,"Excellent fidelity to Ukiyo-e aesthetic — bold outlines, flat color blocks, woodcut texture — while perfectly preserving the original wave structure and composition with minimal artifacts."
Ukiyo_e__katsushika-hokusai_fishing-in-the-bay-uraga__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,2,1,Overly blurred and abstract; loses both style and structure.,5,5,5,Excellent Early Renaissance style with clear structure and minimal artifacts.,4,4,3,Good style and structure but slightly more artifacts than D.
Ukiyo_e__katsushika-hokusai_fishing-in-the-bay-uraga__to__Impressionism,Ukiyo_e,Impressionism,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,2,1,1,"Overly blurred, loses all structural detail and style cues; appears as noise rather than impressionistic rendering.",3,3,3,Moderate impressionist brushwork but structure is distorted; some artifacts in sky and water areas.,5,5,5,"Strong impressionist style with visible brushstrokes, color blending, and light effects; preserves source structure cleanly with minimal artifacts."
Ukiyo_e__katsushika-hokusai_fishing-in-the-bay-uraga__to__Minimalism,Ukiyo_e,Minimalism,Seedream_repaired750,Seedream_repaired750,LBM-PS-v2_e13,LBM-PS-v2_e13,4,2,5,5,"Highly preserves source structure with minimal artifacts, but lacks stylistic transformation — appears nearly identical to source.",5,3,3,Strongly applies minimalism via flat colors and simplified forms; some structural distortion and minor artifacts present.,3,4,4,Moderate stylistic shift with good structure retention; slight smudging and color bleed reduce artifact control.
Ukiyo_e__katsushika-hokusai_fishing-in-the-bay-uraga__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,1,1,Overly blurred and abstract; loses all structural detail and Rococo ornamentation.,5,5,5,"Excellent Rococo framing, ornate borders, and soft painterly texture while preserving original composition.",3,4,4,Moderate Rococo influence with some decorative elements but less refined than D; minor smudging in sky.
Ukiyo_e__katsushika-hokusai_fishing-in-the-bay-uraga__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,SaMAM_2250,Seedream_repaired750,4,1,1,1,No discernible Ukiyo-e style; structure lost; heavy blur artifacts.,5,4,5,Strong Ukiyo-e aesthetic with bold lines and color blocks; source structure well preserved; clean output.,4,5,4,Good Ukiyo-e influence with stylized waves and sky; structure very faithful; minor softness in details.
Ukiyo_e__katsushika-hokusai_fishing-in-the-river-kinu__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,2,2,1,Highly blurred and abstract; loses both style and structure.,3,3,3,Moderate Early Renaissance feel with some structural retention but muted colors and soft edges reduce fidelity.,5,5,5,"Strongly captures Early Renaissance palette, line quality, and composition with minimal artifacts."
Ukiyo_e__katsushika-hokusai_fishing-in-the-river-kinu__to__Impressionism,Ukiyo_e,Impressionism,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,5,1,1,1,Completely lost source structure and style; appears as abstract noise with no recognizable content or impressionistic traits.,3,4,3,"Retains source structure well but applies a muted, muddy style that lacks clear Impressionist brushwork or color vibrancy; some artifacts in sky and water.",5,5,5,"Perfectly preserves source structure while applying vivid, textured Impressionist style with visible brushstrokes and harmonious color palette; no visible artifacts."
Ukiyo_e__katsushika-hokusai_fishing-in-the-river-kinu__to__Minimalism,Ukiyo_e,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,1,1,"Overly blurred, loses all structure and style intent; appears as noise rather than minimalism.",5,5,5,"Clean geometric simplification, preserves source layout and wave/figure structure, no artifacts — ideal minimalism.",4,4,4,Good stylization but slightly less clean than D; minor texture retention reduces purity of minimalism.
Ukiyo_e__katsushika-hokusai_fishing-in-the-river-kinu__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,2,1,Overly blurred and abstract; loses both Rococo elegance and source structure.,5,5,5,Excellent Rococo rendering with clear structure and minimal artifacts.,4,4,4,"Strong style and structure, but slightly less refined than D in texture and detail."
Ukiyo_e__katsushika-hokusai_fishing-in-the-river-kinu__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,1,1,Completely lost Ukiyo-e style and source structure; appears as abstract noise or blur.,5,5,5,"Perfectly captures Ukiyo-e aesthetic with clean lines, flat color blocks, and woodblock texture while preserving all source elements without artifacts.",4,4,4,"Strong Ukiyo-e style and good structure preservation, but slightly less crisp line work and minor color bleeding compared to D."
Ukiyo_e__katsushika-hokusai_ono-shindon-in-the-suraga-province__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,SaMAM_2250,SaMAM_2250,LBM-PS-v2_e13,SaMAM_2250,4,2,5,3,Very blurry and indistinct; loses source structure but retains faint compositional layout. Minimal Early Renaissance traits.,3,4,4,Moderate Renaissance coloring and texture; structure mostly preserved with slight softening. Some painterly artifacts.,5,4,5,Strong Early Renaissance palette and brushwork; structure well preserved with clean edges and minimal artifacts.
Ukiyo_e__katsushika-hokusai_ono-shindon-in-the-suraga-province__to__Impressionism,Ukiyo_e,Impressionism,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,4,2,3,2,"Overly blurred, loses both style and structure; resembles smudged paint rather than Impressionism.",4,4,4,Strong Impressionist brushwork and color palette; preserves scene structure well with minimal artifacts.,5,5,5,"Excellent Impressionist rendering with visible brushstrokes, vibrant colors, and faithful preservation of original composition and details."
Ukiyo_e__katsushika-hokusai_ono-shindon-in-the-suraga-province__to__Minimalism,Ukiyo_e,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,1,1,Overly blurred and abstract; loses all structural and stylistic fidelity to source and target.,5,5,5,Perfectly preserves source structure while applying minimalism via flat color blocks and clean lines; no artifacts.,3,4,3,Retains structure but applies minimalism inconsistently; slight color bleeding and edge softness reduce artifact control.
Ukiyo_e__katsushika-hokusai_ono-shindon-in-the-suraga-province__to__Rococo,Ukiyo_e,Rococo,SaMAM_2250,SaMAM_2250,SaMAM_2250,SaMAM_2250,5,2,2,1,Extremely blurry and indistinct; loses both Rococo elegance and source structure.,4,4,4,Strong Rococo color palette and softness; preserves key elements but slightly over-smoothed.,5,5,5,Excellent balance: retains source composition while applying refined Rococo tones and textures cleanly.
Ukiyo_e__katsushika-hokusai_ono-shindon-in-the-suraga-province__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,5,1,1,1,Severely blurred; no discernible Ukiyo-e style or structure.,5,5,5,"Excellent Ukiyo-e style with clear lines, flat color, and faithful structure.",4,4,4,"Strong Ukiyo-e style and structure, but slightly less crisp than D."
Ukiyo_e__katsushika-hokusai_woman-looking-at-herself-in-a-mirror__to__Early_Renaissance,Ukiyo_e,Early_Renaissance,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,3,"Faint, washed-out appearance; lacks clear Renaissance stylistic markers and structural fidelity.",5,5,5,"Strong Early Renaissance aesthetic with accurate figure proportions, drapery, and composition; minimal artifacts.",3,4,4,Stylized but leans toward decorative/illustrative rather than true Renaissance; some compositional distortion.
Ukiyo_e__katsushika-hokusai_woman-looking-at-herself-in-a-mirror__to__Impressionism,Ukiyo_e,Impressionism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,2,Very blurry and washed out; lacks clear Impressionist brushwork or color palette; structure is preserved but indistinct due to low resolution.,5,5,5,"Strong Impressionist style with visible brushstrokes, soft edges, and muted tones; perfectly preserves source structure and人物 pose; no artifacts.",4,4,4,Good Impressionist feel with stylized forms and textured background; structure is mostly preserved but slightly distorted; minor artifacts in edge blending.
Ukiyo_e__katsushika-hokusai_woman-looking-at-herself-in-a-mirror__to__Minimalism,Ukiyo_e,Minimalism,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,Seedream_repaired750,4,2,3,4,"Overly blurred; minimalism lost in haze, structure vague but intact, few artifacts.",5,5,5,"Clean lines, restrained palette, faithful to source composition, no visible artifacts.",3,4,3,Minimalist feel present but cluttered with decorative elements; structure mostly preserved; minor smudging artifacts.
Ukiyo_e__katsushika-hokusai_woman-looking-at-herself-in-a-mirror__to__Rococo,Ukiyo_e,Rococo,Seedream_repaired750,Seedream_repaired750,LBM-PS-v2_e13,Seedream_repaired750,4,2,5,3,Very faithful to source structure but lacks Rococo styling; appears as a blurred or low-res version of the original.,5,4,5,"Strong Rococo aesthetic with ornate framing, soft pastel tones, and decorative motifs; preserves key compositional elements cleanly.",3,3,4,Shows some Rococo influence in color and pattern but distorts source structure significantly; artifacts include warped figures and inconsistent rendering.
Ukiyo_e__katsushika-hokusai_woman-looking-at-herself-in-a-mirror__to__Ukiyo_e,Ukiyo_e,Ukiyo_e,SaMAM_2250,SaMAM_2250,Seedream_repaired750,SaMAM_2250,4,2,3,2,Very blurry and indistinct; lacks clear Ukiyo-e line work or color blocking; structure is barely preserved.,3,5,4,"Good structural fidelity to source; soft, muted tones suggest Ukiyo-e but lack bold outlines and flat color areas; minor smudging artifacts.",5,4,5,"Strong Ukiyo-e aesthetic: bold black outlines, flat vibrant colors, decorative patterns; slight cropping of background elements but overall clean and artifact-free."
